Subject,PASS,,,
100531_JF69GH,TRUE,,,
100531_RP27VH,TRUE,,,
100601_RW94EH,TRUE,,,
100601_TR48XU,TRUE,,,
100601_XC54SH,TRUE,,,
100603_DN57SB,TRUE,,,
100604_RG57JB,TRUE,,,
100606_JY77KU,TRUE,,,
100606_TD39XU,TRUE,,,
100606_YS84RU,TRUE,,,
100607_HT56JH,TRUE,,,
100607_VW96KK,TRUE,,,
100607_WH62JH,TRUE,,,
100608_AK57TH,TRUE,,,
100608_ES65QH,TRUE,,,
100608_MS79DH,TRUE,,,
100609_EB26EU,TRUE,,,
100610_FA73DH,TRUE,,,
100610_FT93QK,TRUE,,,
100614_EY44YK,TRUE,,,
100614_UR58UH,TRUE,,,
100615_MB75TH,TRUE,,,
100615_PB38JU,TRUE,,,
100615_ZX52TU,TRUE,,,
100616_GT66DH,TRUE,,,
100616_KR38CH,TRUE,,,
100616_UJ93UH,TRUE,,,
100616_ZW45VH,TRUE,,,
100617_FV57DU,TRUE,,,
100617_MU74CK,TRUE,,,
100618_HY76FK,TRUE,,,
100618_PG43SB,TRUE,,,
100620_JK47MH,TRUE,,,
100620_PF46UH,TRUE,,,
100620_WK37PU,TRUE,,,
100620_WV63VH,TRUE,,,
100621_JN64YU,TRUE,,,
100621_KU88BB,TRUE,,,
100621_QJ57HH,TRUE,,,
100622_FY89DU,TRUE,,,
100622_HU89HB,TRUE,,,
100622_MQ47AH,TRUE,,,
100622_XK47ZH,TRUE,,,
100623_KU68XU,TRUE,,,
100624_BG66RU,TRUE,,,
100624_GR57GK,TRUE,,,
100625_XB93SB,TRUE,,,
100627_BA34XH,TRUE,,,
100627_HQ69TH,TRUE,,,
100628_KG37YU,TRUE,,,
100628_NC63AK,TRUE,,,
100628_RM25FH,TRUE,,,
100628_RV78KH,TRUE,,,
100629_YF56YU,TRUE,,,
100701_MK84PU,TRUE,,,
100701_NG34YU,TRUE,,,
100701_VT78YB,TRUE,,,
100702_EV89EB,TRUE,,,
100702_HX87MH,TRUE,,,
100702_YX59UB,TRUE,,,
100706_GC73KU,TRUE,,,
100706_VM74VH,TRUE,,,
100708_BJ92RH,TRUE,,,
100708_JU68DH,TRUE,,,
100708_UT44RK,TRUE,,,
100708_WW33SK,TRUE,,,
100709_GH46GU,TRUE,,,
100710_JC96VH,TRUE,,,
100710_JY78PH,TRUE,,,
100710_KE79PH,TRUE,,,
100710_NM45JH,TRUE,,,
100710_NR48HH,TRUE,,,
100712_FK77NH,TRUE,,,
100712_SK38JB,TRUE,,,
100712_SM53SK,TRUE,,,
100712_SZ35PH,TRUE,,,
100713_NB26HH,TRUE,,,
100713_SH99SH,TRUE,,,
100713_UH62QH,TRUE,,,
100713_UK85XH,TRUE,,,
100713_US57UB,TRUE,,,
100713_VH83XB,TRUE,,,
100714_MP45TU,TRUE,,,
100715_QN64MU,TRUE,,,
100715_RN74JB,TRUE,,,
100716_ZG27QU,TRUE,,,
100719_BS69QH,TRUE,,,
100719_JD87FU,TRUE,,,
100719_PM56GU,TRUE,,,
100719_QP93DK,TRUE,,,
100719_XG68JU,TRUE,,,
100719_XV84NH,TRUE,,,
100720_JW43TH,TRUE,,,
100720_QG96NU,TRUE,,,
100720_RX46HH,TRUE,,,
100720_VE22UU,TRUE,,,
100721_BZ69XU,TRUE,,,
100721_JA56WB,TRUE,,,
100721_TG76NU,TRUE,,,
100722_BE64SK,TRUE,,,
100722_WQ84KU,TRUE,,,
100722_YC69GH,TRUE,,,
100723_CY64JU,TRUE,,,
100726_ET35CH,TRUE,,,
100726_FF67JH,TRUE,,,
100726_PQ76MH,TRUE,,,
100727_FN94RU,TRUE,,,
100728_NX59SH,TRUE,,,
100729_BC64XK,TRUE,,,
100731_MK82GH,TRUE,,,
100731_NN83EU,TRUE,,,
100731_XG87DH,TRUE,,,
100731_YT94YH,TRUE,,,
100802_YN65BK,TRUE,,,
100805_XY57VU,TRUE,,,
100808_DV96QH,TRUE,,,
100808_FX62QH,TRUE,,,
100808_XV59VH,TRUE,,,
100809_EH66DB,TRUE,,,
100810_BK84HH,TRUE,,,
100810_JV87XH,TRUE,,,
100810_NX39XU,TRUE,,,
100810_UY22YU,TRUE,,,
100811_NG73PU,TRUE,,,
100811_VC65WH,TRUE,,,
100812_FN48WB,TRUE,,,
100812_PG43VH,TRUE,,,
100812_SK63UH,TRUE,,,
100812_YY87DU,TRUE,,,
100813_RV89UU,TRUE,,,
100816_GJ36YK,TRUE,,,
100816_TN23KB,TRUE,,,
100817_SN87EU,TRUE,,,
100817_VQ97UU,TRUE,,,
100818_YD35BH,TRUE,,,
100819_JP24UB,TRUE,,,
100819_NG44NH,TRUE,,,
100819_UY36FU,TRUE,,,
100820_UP78NU,TRUE,,,
100824_GH24YU,TRUE,,,
100824_SR54QB,TRUE,,,
100824_TY85TU,TRUE,,,
100824_VR26FU,TRUE,,,
100825_SE76GH,TRUE,,,
100826_AA73BK,TRUE,,,
100827_FN57FB,TRUE,,,
100827_WR87RU,TRUE,,,
100829_GN63XH,TRUE,,,
100829_VG68BH,TRUE,,,
100830_CK35CH,TRUE,,,
100830_QH75KU,TRUE,,,
100830_QH96RU,TRUE,,,
100830_RK42HK,TRUE,,,
100830_SB47BH,TRUE,,,
100830_VC62DU,TRUE,,,
100830_VQ88HB,TRUE,,,
100830_YE63WH,TRUE,,,
100830_ZG76PU,TRUE,,,
100831_BK45GH,TRUE,,,
100831_XX36WU,TRUE,,,
100902_EV55PH,TRUE,,,
100902_FP62YK,TRUE,,,
100902_VV87NH,TRUE,,,
100907_HY25UU,TRUE,,,
100907_KV43EH,TRUE,,,
100907_ZP88SU,TRUE,,,
100909_EW28CU,TRUE,,,
100909_FP82MU,TRUE,,,
100912_NR97GU,TRUE,,,
100913_CW37AH,TRUE,,,
100913_DF68VH,TRUE,,,
100913_GK78BB,TRUE,,,
100913_HC86SU,TRUE,,,
100913_HS83KH,TRUE,,,
100913_MS97RU,TRUE,,,
100913_VF45HH,TRUE,,,
100914_NK33KU,TRUE,,,
100914_PT85YU,TRUE,,,
100914_WE26TH,TRUE,,,
100914_YV36AU,TRUE,,,
100915_CA68BU,TRUE,,,
100915_EJ25HU,TRUE,,,
100916_AK45CB,TRUE,,,
100916_RP87YK,TRUE,,,
100916_TG83SB,TRUE,,,
100917_UB75WU,TRUE,,,
100920_FG79GH,TRUE,,,
100920_MT56PH,TRUE,,,
100920_NE33KU,TRUE,,,
100920_PT93JU,TRUE,,,
100920_TM74PK,TRUE,,,
100920_UG36UH,TRUE,,,
100921_BS37MU,TRUE,,,
100921_CX47ZH,TRUE,,,
100921_JJ28BH,TRUE,,,
100921_PG48SU,TRUE,,,
100922_YN33TH,TRUE,,,
100923_BU38YK,TRUE,,,
100923_DJ22EH,TRUE,,,
100923_PR88CB,TRUE,,,
100923_YH47JH,TRUE,,,
100924_NU28QH,TRUE,,,
100926_BX25EU,TRUE,,,
100926_EC54FU,TRUE,,,
100926_RJ64EH,TRUE,,,
100926_XC65HH,TRUE,,,
100927_BD68YB,TRUE,,,
100927_TB22GB,TRUE,,,
100928_CF82XU,TRUE,,,
100928_PU37MH,TRUE,,,
100928_YH34CB,TRUE,,,
100929_BU48FU,TRUE,,,
100929_KN86YH,TRUE,,,
100929_KX53GH,TRUE,,,
100930_GQ46ZH,TRUE,,,
100930_RC47VB,TRUE,,,
100930_ZW39PU,TRUE,,,
101004_AY63GU,TRUE,,,
101004_BC38NH,TRUE,,,
101004_KC48BU,TRUE,,,
101004_RD23KH,TRUE,,,
101005_XK68GK,TRUE,,,
101006_GT65YH,TRUE,,,
101007_KN66BB,TRUE,,,
101007_KV78CB,TRUE,,,
101007_RM34MK,TRUE,,,
101007_YX33YB,TRUE,,,
101009_BE47TH,TRUE,,,
101009_XD99DH,TRUE,,,
101009_XQ84BH,TRUE,,,
101011_MP22TH,TRUE,,,
101011_QW79UU,TRUE,,,
101011_WJ79TH,TRUE,,,
101011_ZS47TH,TRUE,,,
101012_AS45TU,TRUE,,,
101013_KG53YU,TRUE,,,
101013_KT85XU,TRUE,,,
101013_XP95MH,TRUE,,,
101014_GW48UU,TRUE,,,
101017_BK45VH,TRUE,,,
101017_EG38QU,TRUE,,,
101017_GF74NU,TRUE,,,
101017_VJ32WU,TRUE,,,
101017_XU63ZU,TRUE,,,
101018_PW34RH,TRUE,,,
101018_UJ86YH,TRUE,,,
101018_UU88BH,TRUE,,,
101020_MF43QU,TRUE,,,
101020_NR56UH,TRUE,,,
101020_QK25UH,TRUE,,,
101020_UU73DU,TRUE,,,
101020_YE78YU,TRUE,,,
101021_MV63DU,TRUE,,,
101025_CY54XH,TRUE,,,
101025_DT74UH,TRUE,,,
101025_FX85UK,TRUE,,,
101025_JK78CU,TRUE,,,
101025_NQ59SU,TRUE,,,
101025_TN99PU,TRUE,,,
101026_PN67CB,TRUE,,,
101027_QH73GU,TRUE,,,
101027_UT44QK,TRUE,,,
101027_WY83XU,TRUE,,,
101028_NC38XB,TRUE,,,
101028_YY38PK,TRUE,,,
101101_CS43FU,TRUE,,,
101101_HT55MH,TRUE,,,
101103_SP44GH,TRUE,,,
101103_UU45TU,TRUE,,,
101103_WM58ZH,TRUE,,,
101104_DQ45UH,TRUE,,,
101104_QF95FH,TRUE,,,
101104_SV47PB,TRUE,,,
101108_RY86MU,TRUE,,,
101109_QU48CU,TRUE,,,
101110_DT76EU,TRUE,,,
101110_TJ78MH,TRUE,,,
101111_FN68UB,TRUE,,,
101111_GA47MB,TRUE,,,
101111_WB83TU,TRUE,,,
101115_XW87MB,TRUE,,,
101117_CP33DH,TRUE,,,
101117_GB35QU,TRUE,,,
101117_HD86YH,TRUE,,,
101118_DB76UH,TRUE,,,
101118_JW75KK,TRUE,,,
101118_SQ78WH,TRUE,,,
101118_UT24SK,TRUE,,,
101121_DZ73MH,TRUE,,,
101121_RB74WH,TRUE,,,
101121_YP46DU,TRUE,,,
101122_GT87SH,TRUE,,,
101122_ME66AH,TRUE,,,
101122_RR46MU,TRUE,,,
101122_TT45QK,TRUE,,,
101122_VQ47PH,TRUE,,,
101122_WP77SK,TRUE,,,
101124_FD46JH,TRUE,,,
101124_WF76HH,TRUE,,,
101129_KK24NU,TRUE,,,
101201_ST37EH,TRUE,,,
101202_FY44XK,TRUE,,,
101202_VJ47DK,TRUE,,,
101203_GG22GU,TRUE,,,
101203_XY89PU,TRUE,,,
101204_SN75EH,TRUE,,,
101204_WE57ZU,TRUE,,,
101205_AX63VH,TRUE,,,
101205_JE35UH,TRUE,,,
101205_RC75YU,TRUE,,,
101205_RN44DU,TRUE,,,
101205_UE84KH,TRUE,,,
101205_VY79XH,TRUE,,,
101205_ZH66JU,TRUE,,,
101206_TW39BU,TRUE,,,
101207_SE78XU,TRUE,,,
101208_AQ42UU,TRUE,,,
101208_DQ73BH,TRUE,,,
101208_GV52RH,TRUE,,,
101208_SF73JU,TRUE,,,
101208_UP76RU,TRUE,,,
101210_UK82ZH,TRUE,,,
101210_UY37VU,TRUE,,,
101211_GE84AU,TRUE,,,
101212_QV37DU,TRUE,,,
101213_MN86TU,TRUE,,,
101215_DH73ZU,TRUE,,,
101215_MM53WH,TRUE,,,
101216_BP89NB,TRUE,,,
101216_XJ47MK,TRUE,,,
101220_FD78NU,TRUE,,,
101220_XC97BH,TRUE,,,
101222_GV98GH,TRUE,,,
101222_YE95QH,TRUE,,,
101223_HJ23YK,TRUE,,,
101230_ZK96YB,TRUE,,,
110103_CR64WU,TRUE,,,
110103_JV75FH,TRUE,,,
110103_KK24MU,TRUE,,,
110103_RP44QH,TRUE,,,
110104_ZQ57BK,TRUE,,,
110106_MM72ZH,TRUE,,,
110106_PT49CB,TRUE,,,
110106_SH88SK,TRUE,,,
110109_MB78GH,TRUE,,,
110109_WG48MU,TRUE,,,
110110_AG45VU,TRUE,,,
110110_CJ43CU,TRUE,,,
110110_KA34RU,TRUE,,,
110110_ND75TU,TRUE,,,
110110_PK98PB,TRUE,,,
110111_NZ32XB,TRUE,,,
110113_DF75WH,TRUE,,,
110113_FB48DH,TRUE,,,
110113_GD34MU,TRUE,,,
110114_ZU45HH,TRUE,,,
110115_BJ98KH,TRUE,,,
110115_MQ48RU,TRUE,,,
110117_KP24HU,TRUE,,,
110119_WF65CH,TRUE,,,
110120_CN46JU,TRUE,,,
110120_HY65RU,TRUE,,,
110120_VS45ZB,TRUE,,,
110121_VD95ZK,TRUE,,,
110124_HK37WU,TRUE,,,
110124_JJ63PU,TRUE,,,
110124_KV58BU,TRUE,,,
110124_TX32UH,TRUE,,,
110125_HJ38QK,TRUE,,,
110125_ZN96UU,TRUE,,,
110127_FN64JH,TRUE,,,
110131_HF34JK,TRUE,,,
110131_KF38KU,TRUE,,,
110131_TV44JU,TRUE,,,
110203_KJ38JB,TRUE,,,
110203_NE47RK,TRUE,,,
110203_QN74QH,TRUE,,,
110203_ZT54XB,TRUE,,,
110205_TQ88PH,TRUE,,,
110205_UE38YH,TRUE,,,
110206_BJ37UU,TRUE,,,
110206_KM53RU,TRUE,,,
110206_NG28BU,TRUE,,,
110206_NH96XU,TRUE,,,
110206_NK84KU,TRUE,,,
110206_TV43AH,TRUE,,,
110207_CQ53WU,TRUE,,,
110207_FC74YU,TRUE,,,
110207_PB36MU,TRUE,,,
110207_TE93YH,TRUE,,,
110207_XF42JU,TRUE,,,
110208_HN68FB,TRUE,,,
110208_UH54YH,TRUE,,,
110209_JM97PU,TRUE,,,
110210_YJ44NB,TRUE,,,
110210_YQ72PK,TRUE,,,
110214_BP87XH,TRUE,,,
110214_TE28MH,TRUE,,,
110214_TK32NK,TRUE,,,
110214_TT73UU,TRUE,,,
110214_ZH84QB,TRUE,,,
110215_FD85BK,TRUE,,,
110215_JB84SH,TRUE,,,
110217_JY88FH,TRUE,,,
110217_QN78TH,TRUE,,,
110217_SB36TB,TRUE,,,
110222_NA34XK,TRUE,,,
110222_PH34RU,TRUE,,,
110224_CU73CH,TRUE,,,
110224_DN48QU,TRUE,,,
110226_AG23CU,TRUE,,,
110226_RJ84CU,TRUE,,,
110226_XJ58YU,TRUE,,,
110228_DA78MH,TRUE,,,
110228_FF72DU,TRUE,,,
110228_FP84ZU,TRUE,,,
110228_QC65JU,TRUE,,,
110228_QK46YH,TRUE,,,
110228_QY98RK,TRUE,,,
110303_FF35CK,TRUE,,,
110303_MK63TU,TRUE,,,
110306_AK72BU,TRUE,,,
110306_BJ58FH,TRUE,,,
110306_QW55XU,TRUE,,,
110306_RB86DU,TRUE,,,
110306_RU56WU,TRUE,,,
110306_SJ96CH,TRUE,,,
110307_CQ66NU,TRUE,,,
110307_RK83RU,TRUE,,,
110307_RW89FK,TRUE,,,
110307_XU48XB,TRUE,,,
110310_JH34KU,TRUE,,,
110310_MW98HB,TRUE,,,
110314_GC53GU,TRUE,,,
110314_JD99RH,TRUE,,,
110314_JK32DK,TRUE,,,
110314_WD34CH,TRUE,,,
110317_JT65FU,TRUE,,,
110321_ES35JH,TRUE,,,
110324_EK83WK,TRUE,,,
110324_HS97PU,TRUE,,,
110324_RX23GH,TRUE,,,
110324_SP63YB,TRUE,,,
110326_RT64SB,TRUE,,,
110328_CM62SB,TRUE,,,
110328_FE86AU,TRUE,,,
110328_GV45FU,TRUE,,,
110328_XQ66DH,TRUE,,,
110328_YQ97KB,TRUE,,,
110331_BC92DB,TRUE,,,
110331_JS98EK,TRUE,,,
110331_MF58QH,TRUE,,,
110331_XP58QU,TRUE,,,
110331_XQ58PU,TRUE,,,
110403_CR87JH,TRUE,,,
110403_FN87BH,TRUE,,,
110403_JB42RH,TRUE,,,
110403_MA23XH,TRUE,,,
110403_WD84DU,TRUE,,,
110404_DA56YH,TRUE,,,
110404_DR83SK,TRUE,,,
110404_PT37TU,TRUE,,,
110404_QU58NU,TRUE,,,
110405_DW59EK,TRUE,,,
110405_GY59AB,TRUE,,,
110407_GU26EU,TRUE,,,
110407_NK48MU,TRUE,,,
110407_SQ58XK,TRUE,,,
110407_UU54VH,TRUE,,,
110408_QX82MB,TRUE,,,
110411_UR83BH,TRUE,,,
110411_ZR45GU,TRUE,,,
110412_DU93MK,TRUE,,,
110414_DB87WH,TRUE,,,
110414_DN42XU,TRUE,,,
110414_GE76EK,TRUE,,,
110414_QP88NK,TRUE,,,
110418_GU83VU,TRUE,,,
110418_UD38MU,TRUE,,,
110418_UQ32VH,TRUE,,,
110419_PR46JK,TRUE,,,
110421_CH54VB,TRUE,,,
110421_QY59KK,TRUE,,,
110421_XU86XK,TRUE,,,
110421_ZM65QH,TRUE,,,
110425_BG68BH,TRUE,,,
110425_MP88GH,TRUE,,,
110426_CG79FU,TRUE,,,
110428_BU33MB,TRUE,,,
110428_EE34RK,TRUE,,,
110428_TP65SK,TRUE,,,
110428_UH87KK,TRUE,,,
110428_US67PH,TRUE,,,
110428_UT83QH,TRUE,,,
110502_TX56MB,TRUE,,,
110503_WZ65BB,TRUE,,,
110505_MW35KB,TRUE,,,
110505_QP35AU,TRUE,,,
110505_SB37GU,TRUE,,,
110506_VY37RB,TRUE,,,
110509_RD88MB,TRUE,,,
110512_QD42GH,TRUE,,,
110512_UK23NU,TRUE,,,
110515_CF77GH,TRUE,,,
110515_EP66TH,TRUE,,,
110515_QH79NU,TRUE,,,
110515_ZK94UH,TRUE,,,
110516_NM22WK,TRUE,,,
110516_VY83FB,TRUE,,,
110519_PB23KK,TRUE,,,
110519_PH96UU,TRUE,,,
110519_XR79RH,TRUE,,,
110519_XY46NB,TRUE,,,
110523_GC87QH,TRUE,,,
110523_NS32JH,TRUE,,,
110526_AT62UH,TRUE,,,
110526_FR96VH,TRUE,,,
110526_MB43DU,TRUE,,,
110526_XA58VK,TRUE,,,
110526_YE37PH,TRUE,,,
110602_MS84VK,TRUE,,,
110609_YJ84WB,TRUE,,,
110612_HK79AH,TRUE,,,
110612_VA55RH,TRUE,,,
110612_XH86DU,TRUE,,,
110613_WB33NU,TRUE,,,
110614_UN32DK,TRUE,,,
110616_MD46VU,TRUE,,,
110616_RT94FH,TRUE,,,
110616_TJ68AU,TRUE,,,
110617_YC67GB,TRUE,,,
110622_BD38HK,TRUE,,,
110623_EH97DU,TRUE,,,
110627_CJ47EK,TRUE,,,
110627_RV46CB,TRUE,,,
110628_KJ77TB,TRUE,,,
110629_VF57DB,TRUE,,,
110630_HW69QB,TRUE,,,
110630_WN77YU,TRUE,,,
110630_XT24CH,TRUE,,,
110707_NM64BK,TRUE,,,
110707_UP67KB,TRUE,,,
110708_DG44SB,TRUE,,,
110708_UZ88VB,TRUE,,,
110715_QA77DB,TRUE,,,
110718_NW28RH,TRUE,,,
110721_ZE83TB,TRUE,,,
110728_SC98SK,TRUE,,,
110728_SF43MB,TRUE,,,
110729_DS34NK,TRUE,,,
110804_FQ48UK,TRUE,,,
110804_MW35UB,TRUE,,,
110808_AX38WU,TRUE,,,
110809_YY34CB,TRUE,,,
110810_SQ47NB,TRUE,,,
110811_GA37HB,TRUE,,,
110811_XK48HK,TRUE,,,
110816_SH63BB,TRUE,,,
110819_VE23VB,TRUE,,,
110823_UW76FB,TRUE,,,
110825_VY44EB,TRUE,,,
110830_NQ84VB,TRUE,,,
110901_MS74CK,TRUE,,,
110908_KQ63DB,TRUE,,,
110908_NE54UB,TRUE,,,
110912_FN66YK,TRUE,,,
110915_JC55EK,TRUE,,,
110915_PA32MB,TRUE,,,
110919_RE33SB,TRUE,,,
110922_KP97JB,TRUE,,,
110922_TQ34EB,TRUE,,,
110922_YS35TK,TRUE,,,
110929_BH44FK,TRUE,,,
110929_EW88SB,TRUE,,,
111003_NA56GU,TRUE,,,
111013_QH66YK,TRUE,,,
111020_HS59HB,TRUE,,,
111031_ZY77CB,TRUE,,,
111102_QJ29QB,TRUE,,,
111103_EV38QK,TRUE,,,
111110_NT62PK,TRUE,,,
111110_SP28EK,TRUE,,,
111114_PM76XK,TRUE,,,
111117_JT44TK,TRUE,,,
111117_KT58WB,TRUE,,,
111117_TG37ZK,TRUE,,,
111201_JG35VB,TRUE,,,
111208_TS59KK,TRUE,,,
111212_PM83GB,TRUE,,,
111212_SG84TB,TRUE,,,
111215_KF28EK,TRUE,,,
111215_US79CB,TRUE,,,
111222_KN65CK,TRUE,,,
111226_KR88JK,TRUE,,,
111229_FR83JK,TRUE,,,
111229_MG85HB,TRUE,,,
120105_TC64FB,TRUE,,,
120105_WF72MB,TRUE,,,
120109_MC93SH,TRUE,,,
120110_BQ87GK,TRUE,,,
120112_QB56PB,TRUE,,,
120119_DG66FK,TRUE,,,
120119_FS66YB,TRUE,,,
120120_QV52VK,TRUE,,,
120123_DX36NU,TRUE,,,
120123_EV77RH,TRUE,,,
120123_NR96VB,TRUE,,,
120126_KS46NK,TRUE,,,
120130_CW54BH,TRUE,,,
120130_HY48TU,TRUE,,,
120202_CT56UB,TRUE,,,
120202_UQ92HK,TRUE,,,
120206_HK47MH,TRUE,,,
120213_AQ96CU,TRUE,,,
120216_NR64DB,TRUE,,,
120222_FF57CU,TRUE,,,
120223_AE37VB,TRUE,,,
120223_CM58DK,TRUE,,,
120223_RH77FB,TRUE,,,
120227_CM62AH,TRUE,,,
120227_HM76XH,TRUE,,,
120301_CH77YB,TRUE,,,
120301_MX93TB,TRUE,,,
120305_MN48VU,TRUE,,,
120308_NC26FK,TRUE,,,
120312_CT59GH,TRUE,,,
120315_AN33DK,TRUE,,,
120315_QK76CB,TRUE,,,
120319_ZH44WH,TRUE,,,
120322_CS87PB,TRUE,,,
120322_GN96AK,TRUE,,,
120322_NV42WK,TRUE,,,
120402_GE86TU,TRUE,,,
120405_QZ74FB,TRUE,,,
120405_YP76DK,TRUE,,,
120409_CA37BU,TRUE,,,
120409_ST64VU,TRUE,,,
120412_NM75XK,TRUE,,,
120416_TX36DH,TRUE,,,
120419_UB72FK,TRUE,,,
120419_YA82CK,TRUE,,,
120426_SZ68PK,TRUE,,,
120503_JT57ZK,TRUE,,,
120517_KS28GK,TRUE,,,
120524_HC92HB,TRUE,,,
120524_MK68HB,TRUE,,,
120531_QH73NB,TRUE,,,
120531_WK22XK,TRUE,,,
120607_DG98WB,TRUE,,,
120621_GR56EK,TRUE,,,
120628_DZ38NB,TRUE,,,
120628_GS76SB,TRUE,,,
120705_VK55SK,TRUE,,,
120719_UJ59KB,TRUE,,,
